fueltype,mon,jd,M,jd_min,lat,lon,elev,ffmc,ws,waz,bui,ps,saz,pc,pdf,gfl,cur,time,pattern
NF,,,,,51.621244,-115.608378,891.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,891.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,891.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,888.0,,,,,0.0,0.0,,,,,20,
O1b,,,,,51.621244,-115.608378,885.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,888.0,,,,,0.0,0.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,894.0,,,,,0.0,0.0,,,,,20,
C2,,,,,51.621244,-115.608378,897.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,897.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,894.0,,,,,1.0,1.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,894.0,,,,,1.0,1.0,,,0.8,,20,
NF,,,,,51.621244,-115.608378,894.0,,,,,1.0,1.0,,,,,20,
NF,,,,,51.621244,-115.608378,894.0,,,,,1.0,1.0,,,,,20,
O1b,,,,,51.621244,-115.608378,894.0,,,,,1.0,1.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,897.0,,,,,0.0,0.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,897.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,897.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,897.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,897.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,894.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,891.0,,,,,0.0,0.0,,,,,20,
O1b,,,,,51.621244,-115.608378,888.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,885.0,,,,,0.0,0.0,,,0.35,60.0,20,
C2,,,,,51.621244,-115.608378,885.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,885.0,,,,,0.0,0.0,,,0.8,,20,
O1b,,,,,51.621244,-115.608378,885.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,888.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,888.0,,,,,0.0,0.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,888.0,,,,,0.0,0.0,,,,,20,
O1b,,,,,51.621244,-115.608378,888.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,885.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,0.35,60.0,20,
C2,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,0.8,,20,
O1b,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,,,20,
O1b,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,885.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,885.0,,,,,0.0,0.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,888.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,888.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,891.0,,,,,0.0,0.0,,,,,20,
O1b,,,,,51.621244,-115.608378,891.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,888.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,888.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,888.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,885.0,,,,,0.0,0.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,885.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,885.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,885.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,885.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,885.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,885.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,885.0,,,,,0.0,0.0,,,,,20,
O1b,,,,,51.621244,-115.608378,888.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,891.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,894.0,,,,,0.0,0.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,891.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,888.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,885.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,885.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,885.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,,,20,
O1b,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,0.35,60.0,20,
C2,,,,,51.621244,-115.608378,885.0,,,,,0.0,0.0,,,0.8,,20,
O1b,,,,,51.621244,-115.608378,885.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,885.0,,,,,0.0,0.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,885.0,,,,,0.0,0.0,,,,,20,
O1b,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,,,20,
O1b,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,,,20,
O1b,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,,,20,
O1b,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,,,20,
O1b,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,882.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,876.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,876.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,876.0,,,,,0.0,0.0,,,,,20,
O1b,,,,,51.621244,-115.608378,876.0,,,,,0.0,0.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,876.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,876.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,876.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,,,20,
O1b,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,,,20,
O1b,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,,,20,
O1b,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,,,20,
O1b,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,,,20,
O1b,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,879.0,,,,,0.0,0.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,876.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,876.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,876.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,876.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,876.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,876.0,,,,,0.0,0.0,,,,,20,
O1b,,,,,51.621244,-115.608378,876.0,,,,,0.0,0.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,873.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,873.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,873.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,,,20,
NF,,,,,51.621244,-115.608378,873.0,,,,,1.0,1.0,,,,,20,
NF,,,,,51.621244,-115.608378,873.0,,,,,1.0,1.0,,,,,20,
NF,,,,,51.621244,-115.608378,873.0,,,,,1.0,1.0,,,,,20,
NF,,,,,51.621244,-115.608378,873.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,873.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,873.0,,,,,1.0,1.0,,,,,20,
O1b,,,,,51.621244,-115.608378,873.0,,,,,1.0,1.0,,,0.35,60.0,20,
C2,,,,,51.621244,-115.608378,873.0,,,,,1.0,1.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,873.0,,,,,1.0,1.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,0.8,,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,867.0,,,,,1.0,1.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,867.0,,,,,1.0,1.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,1.0,1.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,861.0,,,,,1.0,1.0,,,,,20,
NF,,,,,51.621244,-115.608378,864.0,,,,,1.0,1.0,,,,,20,
NF,,,,,51.621244,-115.608378,867.0,,,,,1.0,1.0,,,,,20,
O1b,,,,,51.621244,-115.608378,867.0,,,,,1.0,1.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,873.0,,,,,1.0,1.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,873.0,,,,,1.0,1.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,873.0,,,,,1.0,1.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,873.0,,,,,1.0,1.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,,,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,,,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,,,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,,,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,,,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,,,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,,,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,,,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,1.0,1.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,2.0,2.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,4.0,4.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,6.0,6.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,8.0,8.0,,,,,20,
NF,,,,,51.621244,-115.608378,870.0,,,,,11.0,11.0,,,,,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,13.0,13.0,,,0.35,60.0,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,14.0,14.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,16.0,16.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,17.0,17.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,18.0,18.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,19.0,19.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,20.0,20.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,21.0,21.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,22.0,22.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,23.0,23.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,23.0,23.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,23.0,23.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,23.0,23.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,22.0,22.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,21.0,21.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,21.0,21.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,20.0,20.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,20.0,20.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,20.0,20.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,20.0,20.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,21.0,21.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,22.0,22.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,23.0,23.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,24.0,24.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,25.0,25.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,26.0,26.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,27.0,27.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,28.0,28.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,30.0,30.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,31.0,31.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,32.0,32.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,0.8,,20,
O1b,,,,,51.621244,-115.608378,1266.0,,,,,0.0,0.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,1143.0,,,,,30.0,30.0,,,,,20,
NF,,,,,51.621244,-115.608378,888.0,,,,,18.0,18.0,,,,,20,
NF,,,,,51.621244,-115.608378,888.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,888.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,888.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,888.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,888.0,,,,,0.0,0.0,,,,,20,
O1b,,,,,51.621244,-115.608378,891.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,891.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,891.0,,,,,0.0,0.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,891.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,891.0,,,,,0.0,0.0,,,,,20,
O1b,,,,,51.621244,-115.608378,891.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,888.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,888.0,,,,,0.0,0.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,885.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,885.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,885.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,888.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,891.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,891.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,891.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,891.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,891.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,888.0,,,,,0.0,0.0,,,,,20,
O1b,,,,,51.621244,-115.608378,891.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,894.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,894.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,894.0,,,,,0.0,0.0,,,0.35,60.0,20,
C2,,,,,51.621244,-115.608378,891.0,,,,,0.0,0.0,,,0.8,,20,
O1b,,,,,51.621244,-115.608378,888.0,,,,,0.0,0.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,888.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,888.0,,,,,0.0,0.0,,,,,20,
O1b,,,,,51.621244,-115.608378,888.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,891.0,,,,,0.0,0.0,,,0.35,60.0,20,
NF,,,,,51.621244,-115.608378,894.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,894.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,897.0,,,,,0.0,0.0,,,,,20,
NF,,,,,51.621244,-115.608378,894.0,,,,,0.0,0.0,,,,,20,
